Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
15/08/2025,National Rehabilitation Hospital,,,,,8,,
15/08/2025,St. Columcille's Hospital,,,,,4,,
15/08/2025,St Luke's General Hospital Kilkenny,5,0,5,5,13,,
15/08/2025,St. Michael's Hospital,,,,,4,,
15/08/2025,St. Vincent's University Hospital,12,0,12,32,16,1,
15/08/2025,Tipperary University Hospital,5,0,5,23,13,,
15/08/2025,UH Waterford,0,0,0,0,18,,
15/08/2025,Wexford General Hospital,5,3,8,27,10,,
15/08/2025,HSE Dublin and South East Total,27,3,30,87,86,1,0
15/08/2025,Bantry General Hospital,,,,,8,,
15/08/2025,Cork University Hospital,17,5,22,28,26,1,
15/08/2025,Mallow General Hospital,,,,,5,,
15/08/2025,Mercy University Hospital,2,0,2,7,9,,
15/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
15/08/2025,UH Kerry,10,2,12,11,24,1,
15/08/2025,HSE South West Total,29,7,36,46,73,2,0
15/08/2025,Ennis Hospital,,,,,4,,
15/08/2025,Nenagh Hospital,,,,,1,,
15/08/2025,St. John's Hospital Limerick,,,,,8,,
15/08/2025,UH Limerick,9,25,34,3,5,5,
15/08/2025,HSE Mid West Total,9,25,34,3,18,5,0
15/08/2025,Galway University Hospital,30,10,40,22,49,9,
15/08/2025,Letterkenny University Hospital,9,8,17,11,33,4,
15/08/2025,Mayo University Hospital,2,13,15,11,14,8,
15/08/2025,Portiuncula University Hospital,0,0,0,0,2,,
15/08/2025,Roscommon University Hospital,,,,,2,,
15/08/2025,Sligo University Hospital,9,9,18,13,21,4,1
15/08/2025,HSE West and North West Total,50,40,90,57,121,25,1
15/08/2025,National Total,163,78,241,300,405,35,1
16/08/2025,Beaumont Hospital,0,0,0,18,18,,
16/08/2025,Cavan General Hospital,0,0,0,18,1,,
16/08/2025,Connolly Hospital,0,0,0,0,6,,
16/08/2025,Louth County Hospital,,,,,0,,
16/08/2025,Mater Misericordiae University Hospital,2,0,2,0,12,,
16/08/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
16/08/2025,Our Lady of Lourdes Hospital,5,0,5,19,9,,
16/08/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
16/08/2025,HSE Dublin and North East Total,7,0,7,55,46,0,0
16/08/2025,CHI at Crumlin,2,,2,0,4,,
16/08/2025,CHI at Tallaght,0,0,0,0,1,,
16/08/2025,CHI at Temple Street,1,0,1,0,0,,
16/08/2025,MRH Mullingar,4,0,4,0,1,1,
16/08/2025,MRH Portlaoise,7,0,7,0,8,,
16/08/2025,MRH Tullamore,0,0,0,0,6,,
16/08/2025,Naas General Hospital,4,0,4,8,9,,
16/08/2025,St. James's Hospital,3,0,3,0,16,,
16/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
16/08/2025,Tallaght University Hospital,0,0,0,0,16,,
16/08/2025,HSE Dublin and Midlands Total,21,0,21,8,61,1,0
16/08/2025,National Rehabilitation Hospital,,,,,8,,
16/08/2025,St. Columcille's Hospital,,,,,4,,
16/08/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
16/08/2025,St. Michael's Hospital,,,,,4,,
16/08/2025,St. Vincent's University Hospital,6,0,6,32,16,,
16/08/2025,Tipperary University Hospital,7,0,7,19,10,3,
16/08/2025,UH Waterford,0,0,0,0,19,,
16/08/2025,Wexford General Hospital,0,3,3,13,8,,
16/08/2025,HSE Dublin and South East Total,13,3,16,64,80,3,0
16/08/2025,Bantry General Hospital,,,,,7,,
16/08/2025,Cork University Hospital,0,0,0,0,25,,
16/08/2025,Mallow General Hospital,,,,,5,,
16/08/2025,Mercy University Hospital,3,0,3,7,11,,
16/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
16/08/2025,UH Kerry,6,0,6,0,23,,
16/08/2025,HSE South West Total,9,0,9,7,72,0,0
16/08/2025,Ennis Hospital,,,,,4,,
16/08/2025,Nenagh Hospital,,,,,1,,
16/08/2025,St. John's Hospital Limerick,,,,,7,,
16/08/2025,UH Limerick,9,22,31,0,5,6,
16/08/2025,HSE Mid West Total,9,22,31,0,17,6,0
16/08/2025,Galway University Hospital,12,1,13,22,47,1,
16/08/2025,Letterkenny University Hospital,5,2,7,0,33,1,
16/08/2025,Mayo University Hospital,3,6,9,14,14,3,
16/08/2025,Portiuncula University Hospital,0,0,0,0,4,,
16/08/2025,Roscommon University Hospital,,,,,2,,
16/08/2025,Sligo University Hospital,9,4,13,14,20,2,
16/08/2025,HSE West and North West Total,29,13,42,50,120,7,0
16/08/2025,National Total,88,38,126,184,396,17,0
17/08/2025,Beaumont Hospital,0,0,0,20,18,,
17/08/2025,Cavan General Hospital,2,0,2,19,1,,
17/08/2025,Connolly Hospital,0,0,0,0,6,,
17/08/2025,Louth County Hospital,,,,,0,,
17/08/2025,Mater Misericordiae University Hospital,5,0,5,0,12,,
17/08/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
17/08/2025,Our Lady of Lourdes Hospital,7,0,7,27,9,,
17/08/2025,Our Lady's Hospital Navan,0,0,0,5,0,,
17/08/2025,HSE Dublin and North East Total,14,0,14,71,46,0,0
17/08/2025,CHI at Crumlin,0,0,0,0,4,,
17/08/2025,CHI at Tallaght,1,0,1,0,1,,
17/08/2025,CHI at Temple Street,0,0,0,0,0,,
17/08/2025,MRH Mullingar,4,0,4,0,1,2,
17/08/2025,MRH Portlaoise,8,0,8,6,8,,
17/08/2025,MRH Tullamore,2,0,2,0,6,2,
17/08/2025,Naas General Hospital,17,0,17,15,9,2,
17/08/2025,St. James's Hospital,0,0,0,0,16,,
17/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
17/08/2025,Tallaght University Hospital,0,0,0,0,16,,
17/08/2025,HSE Dublin and Midlands Total,32,0,32,21,61,6,0
17/08/2025,National Rehabilitation Hospital,,,,,8,,
17/08/2025,St. Columcille's Hospital,,,,,4,,
17/08/2025,St Luke's General Hospital Kilkenny,5,0,5,7,11,,
17/08/2025,St. Michael's Hospital,,,,,4,,
17/08/2025,St. Vincent's University Hospital,8,0,8,32,16,,
17/08/2025,Tipperary University Hospital,11,0,11,24,10,7,
17/08/2025,UH Waterford,0,0,0,0,19,,
17/08/2025,Wexford General Hospital,2,3,5,26,8,3,
17/08/2025,HSE Dublin and South East Total,26,3,29,89,80,10,0
17/08/2025,Bantry General Hospital,,,,,7,,
17/08/2025,Cork University Hospital,0,0,0,0,25,,
17/08/2025,Mallow General Hospital,,,,,4,,
17/08/2025,Mercy University Hospital,1,0,1,7,11,,
17/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
17/08/2025,UH Kerry,5,0,5,6,23,,
17/08/2025,HSE South West Total,6,0,6,13,71,0,0
17/08/2025,Ennis Hospital,,,,,4,,
17/08/2025,Nenagh Hospital,,,,,1,,
17/08/2025,St. John's Hospital Limerick,,,,,7,,
17/08/2025,UH Limerick,15,39,54,0,5,18,
17/08/2025,HSE Mid West Total,15,39,54,0,17,18,0
17/08/2025,Galway University Hospital,0,19,19,46,47,3,1
17/08/2025,Letterkenny University Hospital,13,6,19,0,33,1,
17/08/2025,Mayo University Hospital,5,13,18,14,14,6,
17/08/2025,Portiuncula University Hospital,2,0,2,0,4,,
17/08/2025,Roscommon University Hospital,,,,,2,,
17/08/2025,Sligo University Hospital,14,9,23,15,20,7,
17/08/2025,HSE West and North West Total,34,47,81,75,120,17,1
17/08/2025,National Total,127,89,216,269,395,51,1
18/08/2025,Beaumont Hospital,6,0,6,24,18,,
18/08/2025,Cavan General Hospital,14,0,14,11,1,,
18/08/2025,Connolly Hospital,0,0,0,3,6,,
18/08/2025,Louth County Hospital,,,,,0,,
18/08/2025,Mater Misericordiae University Hospital,10,0,10,12,12,,
18/08/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
18/08/2025,Our Lady of Lourdes Hospital,14,0,14,44,9,,
18/08/2025,Our Lady's Hospital Navan,1,0,1,10,0,,
18/08/2025,HSE Dublin and North East Total,45,0,45,104,46,0,0
18/08/2025,CHI at Crumlin,0,0,0,0,4,,
18/08/2025,CHI at Tallaght,2,0,2,0,1,,
18/08/2025,CHI at Temple Street,1,0,1,0,0,,
18/08/2025,MRH Mullingar,4,0,4,0,1,1,1
18/08/2025,MRH Portlaoise,12,0,12,16,8,,
18/08/2025,MRH Tullamore,0,0,0,15,6,,
18/08/2025,Naas General Hospital,18,1,19,18,9,5,1
18/08/2025,St. James's Hospital,2,0,2,0,16,,
18/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
18/08/2025,Tallaght University Hospital,4,0,4,6,16,,
18/08/2025,HSE Dublin and Midlands Total,43,1,44,55,61,6,2
18/08/2025,National Rehabilitation Hospital,,,,,8,,
18/08/2025,St. Columcille's Hospital,,,,,4,,
18/08/2025,St Luke's General Hospital Kilkenny,8,2,10,19,11,1,
18/08/2025,St. Michael's Hospital,,,,,4,,
18/08/2025,St. Vincent's University Hospital,14,0,14,32,16,3,
18/08/2025,Tipperary University Hospital,9,0,9,29,10,3,
18/08/2025,UH Waterford,0,0,0,0,19,,
18/08/2025,Wexford General Hospital,12,8,20,29,8,2,
18/08/2025,HSE Dublin and South East Total,43,10,53,109,80,9,0
18/08/2025,Bantry General Hospital,,,,,7,,
18/08/2025,Cork University Hospital,5,4,9,0,25,,
18/08/2025,Mallow General Hospital,,,,,4,,
18/08/2025,Mercy University Hospital,2,0,2,6,11,,
18/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
18/08/2025,UH Kerry,11,7,18,8,21,5,
18/08/2025,HSE South West Total,18,11,29,14,69,5,0
18/08/2025,Ennis Hospital,,,,,4,,
18/08/2025,Nenagh Hospital,,,,,1,,
18/08/2025,St. John's Hospital Limerick,,,,,7,,
18/08/2025,UH Limerick,13,45,58,0,5,31,
18/08/2025,HSE Mid West Total,13,45,58,0,17,31,0
18/08/2025,Galway University Hospital,24,13,37,21,47,8,2
18/08/2025,Letterkenny University Hospital,18,7,25,10,33,6,
18/08/2025,Mayo University Hospital,6,13,19,14,14,11,
18/08/2025,Portiuncula University Hospital,5,0,5,0,4,,
18/08/2025,Roscommon University Hospital,,,,,2,,
18/08/2025,Sligo University Hospital,17,14,31,24,20,15,3
18/08/2025,HSE West and North West Total,70,47,117,69,120,40,5
18/08/2025,National Total,232,114,346,351,393,91,7
19/08/2025,Beaumont Hospital,20,0,20,23,14,,
19/08/2025,Cavan General Hospital,5,0,5,9,1,,
19/08/2025,Connolly Hospital,4,0,4,0,6,,
19/08/2025,Louth County Hospital,,,,,0,,
19/08/2025,Mater Misericordiae University Hospital,25,0,25,0,13,1,
19/08/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
19/08/2025,Our Lady of Lourdes Hospital,26,0,26,38,9,,
19/08/2025,Our Lady's Hospital Navan,0,0,0,11,0,,
19/08/2025,HSE Dublin and North East Total,80,0,80,81,43,1,0
19/08/2025,CHI at Crumlin,1,0,1,0,4,,
19/08/2025,CHI at Tallaght,1,0,1,0,1,,
19/08/2025,CHI at Temple Street,0,0,0,0,0,,
19/08/2025,MRH Mullingar,5,0,5,0,1,,
19/08/2025,MRH Portlaoise,0,0,0,9,9,,
19/08/2025,MRH Tullamore,0,0,0,13,6,,
19/08/2025,Naas General Hospital,5,1,6,9,8,2,
19/08/2025,St. James's Hospital,13,0,13,0,24,,
19/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
19/08/2025,Tallaght University Hospital,0,0,0,8,13,,
19/08/2025,HSE Dublin and Midlands Total,25,1,26,39,66,2,0
19/08/2025,National Rehabilitation Hospital,,,,,8,,
19/08/2025,St. Columcille's Hospital,,,,,4,,
19/08/2025,St Luke's General Hospital Kilkenny,3,0,3,21,11,,
19/08/2025,St. Michael's Hospital,,,,,4,,
19/08/2025,St. Vincent's University Hospital,14,1,15,40,15,,
19/08/2025,Tipperary University Hospital,6,0,6,17,11,3,
19/08/2025,UH Waterford,0,0,0,0,26,,
19/08/2025,Wexford General Hospital,7,4,11,27,8,2,1
19/08/2025,HSE Dublin and South East Total,30,5,35,105,87,5,1
19/08/2025,Bantry General Hospital,,,,,7,,
19/08/2025,Cork University Hospital,8,5,13,23,25,,
19/08/2025,Mallow General Hospital,,,,,3,,
19/08/2025,Mercy University Hospital,2,0,2,13,9,1,
19/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
19/08/2025,UH Kerry,9,3,12,9,22,,
19/08/2025,HSE South West Total,19,8,27,45,67,1,0
19/08/2025,Ennis Hospital,,,,,4,,
19/08/2025,Nenagh Hospital,,,,,1,,
19/08/2025,St. John's Hospital Limerick,,,,,7,,
19/08/2025,UH Limerick,15,51,66,3,5,24,
19/08/2025,HSE Mid West Total,15,51,66,3,17,24,0
19/08/2025,Galway University Hospital,19,14,33,22,46,8,
19/08/2025,Letterkenny University Hospital,19,8,27,18,34,2,
19/08/2025,Mayo University Hospital,9,14,23,15,14,10,
19/08/2025,Portiuncula University Hospital,6,0,6,2,4,,
19/08/2025,Roscommon University Hospital,,,,,2,,
19/08/2025,Sligo University Hospital,14,12,26,22,23,13,
19/08/2025,HSE West and North West Total,67,48,115,79,123,33,0
19/08/2025,National Total,236,113,349,352,403,66,1
20/08/2025,Beaumont Hospital,0,0,0,28,18,,
20/08/2025,Cavan General Hospital,3,0,3,8,1,,
20/08/2025,Connolly Hospital,1,0,1,0,6,,
20/08/2025,Louth County Hospital,,,,,0,,
20/08/2025,Mater Misericordiae University Hospital,6,0,6,20,14,,
20/08/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
20/08/2025,Our Lady of Lourdes Hospital,21,0,21,42,9,,
20/08/2025,Our Lady's Hospital Navan,0,0,0,5,0,,
20/08/2025,HSE Dublin and North East Total,31,0,31,103,50,0,0
20/08/2025,CHI at Crumlin,0,0,0,0,4,,
20/08/2025,CHI at Tallaght,1,0,1,,1,,
20/08/2025,CHI at Temple Street,0,0,0,0,2,,
20/08/2025,MRH Mullingar,4,0,4,0,1,,
20/08/2025,MRH Portlaoise,1,0,1,0,9,,
20/08/2025,MRH Tullamore,0,0,0,15,7,,
20/08/2025,Naas General Hospital,1,0,1,0,11,,
20/08/2025,St. James's Hospital,9,0,9,5,22,,
20/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
20/08/2025,Tallaght University Hospital,0,0,0,16,15,,
20/08/2025,HSE Dublin and Midlands Total,16,0,16,36,72,0,0
20/08/2025,National Rehabilitation Hospital,,,,,9,,
20/08/2025,St. Columcille's Hospital,,,,,3,,
20/08/2025,St Luke's General Hospital Kilkenny,1,0,1,19,11,,
20/08/2025,St. Michael's Hospital,,,,,4,,
20/08/2025,St. Vincent's University Hospital,22,5,27,42,15,3,1
20/08/2025,Tipperary University Hospital,4,0,4,13,12,1,
20/08/2025,UH Waterford,0,0,0,0,26,,
20/08/2025,Wexford General Hospital,3,6,9,25,8,,
20/08/2025,HSE Dublin and South East Total,30,11,41,99,88,4,1
20/08/2025,Bantry General Hospital,,,,,7,,
20/08/2025,Cork University Hospital,23,10,33,30,24,1,1
20/08/2025,Mallow General Hospital,,,,,3,,
20/08/2025,Mercy University Hospital,3,0,3,9,9,1,
20/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
20/08/2025,UH Kerry,9,8,17,11,16,2,1
20/08/2025,HSE South West Total,35,18,53,50,60,4,2
20/08/2025,Ennis Hospital,,,,,5,,
20/08/2025,Nenagh Hospital,,,,,1,,
20/08/2025,St. John's Hospital Limerick,,,,,9,,
20/08/2025,UH Limerick,22,50,72,6,5,20,
20/08/2025,HSE Mid West Total,22,50,72,6,20,20,0
20/08/2025,Galway University Hospital,17,11,28,22,46,9,
20/08/2025,Letterkenny University Hospital,12,7,19,18,37,6,
20/08/2025,Mayo University Hospital,5,14,19,15,15,14,
20/08/2025,Portiuncula University Hospital,1,0,1,0,2,,
20/08/2025,Roscommon University Hospital,,,,,3,,
20/08/2025,Sligo University Hospital,13,12,25,17,28,11,
20/08/2025,HSE West and North West Total,48,44,92,72,131,40,0
20/08/2025,National Total,182,123,305,366,421,68,3
21/08/2025,Beaumont Hospital,0,0,0,0,15,,
21/08/2025,Cavan General Hospital,15,0,15,3,1,,
21/08/2025,Connolly Hospital,1,0,1,0,6,,
21/08/2025,Louth County Hospital,,,,,0,,
21/08/2025,Mater Misericordiae University Hospital,9,0,9,10,11,,
21/08/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
21/08/2025,Our Lady of Lourdes Hospital,4,0,4,31,5,,
21/08/2025,Our Lady's Hospital Navan,1,0,1,7,0,,
21/08/2025,HSE Dublin and North East Total,30,0,30,51,40,0,0
21/08/2025,CHI at Crumlin,0,0,0,0,4,,
21/08/2025,CHI at Tallaght,1,0,1,0,1,,
21/08/2025,CHI at Temple Street,0,0,0,0,2,,
21/08/2025,MRH Mullingar,2,0,2,0,1,,
21/08/2025,MRH Portlaoise,3,0,3,0,9,,
21/08/2025,MRH Tullamore,0,0,0,7,7,,
21/08/2025,Naas General Hospital,5,0,5,4,11,1,
21/08/2025,St. James's Hospital,10,0,10,0,21,,
21/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
21/08/2025,Tallaght University Hospital,0,0,0,9,19,,
21/08/2025,HSE Dublin and Midlands Total,21,0,21,20,75,1,0
21/08/2025,National Rehabilitation Hospital,,,,,11,,
21/08/2025,St. Columcille's Hospital,,,,,3,,
21/08/2025,St Luke's General Hospital Kilkenny,6,2,8,7,10,,
21/08/2025,St. Michael's Hospital,,,,,4,,
21/08/2025,St. Vincent's University Hospital,23,6,29,32,15,3,1
21/08/2025,Tipperary University Hospital,4,0,4,13,12,2,
21/08/2025,UH Waterford,0,0,0,0,21,,
21/08/2025,Wexford General Hospital,4,3,7,24,8,,
21/08/2025,HSE Dublin and South East Total,37,11,48,76,84,5,1
21/08/2025,Bantry General Hospital,,,,,6,,
21/08/2025,Cork University Hospital,8,6,14,29,25,,
21/08/2025,Mallow General Hospital,,,,,3,,
21/08/2025,Mercy University Hospital,1,0,1,8,9,,
21/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
21/08/2025,UH Kerry,10,8,18,10,19,1,
21/08/2025,HSE South West Total,19,14,33,47,63,1,0
21/08/2025,Ennis Hospital,,,,,6,,
21/08/2025,Nenagh Hospital,,,,,2,,
21/08/2025,St. John's Hospital Limerick,,,,,9,,
21/08/2025,UH Limerick,21,45,66,6,5,20,
21/08/2025,HSE Mid West Total,21,45,66,6,22,20,0
21/08/2025,Galway University Hospital,21,10,31,2,44,8,
21/08/2025,Letterkenny University Hospital,9,6,15,10,35,5,
21/08/2025,Mayo University Hospital,3,13,16,14,12,9,
21/08/2025,Portiuncula University Hospital,1,0,1,0,3,,
21/08/2025,Roscommon University Hospital,,,,,6,,
21/08/2025,Sligo University Hospital,10,10,20,17,27,5,
21/08/2025,HSE West and North West Total,44,39,83,43,127,27,0
21/08/2025,National Total,172,109,281,243,411,54,1
22/08/2025,Beaumont Hospital,0,0,0,0,13,,
22/08/2025,Cavan General Hospital,5,0,5,14,1,,
22/08/2025,Connolly Hospital,0,0,0,0,6,,
22/08/2025,Louth County Hospital,,,,,0,,
22/08/2025,Mater Misericordiae University Hospital,7,0,7,0,12,,
22/08/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
22/08/2025,Our Lady of Lourdes Hospital,3,0,3,25,6,,
22/08/2025,Our Lady's Hospital Navan,8,0,8,11,0,,
22/08/2025,HSE Dublin and North East Total,23,0,23,50,40,0,0
22/08/2025,CHI at Crumlin,1,0,1,0,4,,
22/08/2025,CHI at Tallaght,0,0,0,0,1,,
22/08/2025,CHI at Temple Street,0,0,0,0,2,,
22/08/2025,MRH Mullingar,8,0,8,0,1,,
22/08/2025,MRH Portlaoise,6,0,6,0,8,,
22/08/2025,MRH Tullamore,0,0,0,0,7,,
22/08/2025,Naas General Hospital,3,0,3,0,12,,
22/08/2025,St. James's Hospital,0,0,0,0,20,,
22/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
22/08/2025,Tallaght University Hospital,0,0,0,9,17,,
22/08/2025,HSE Dublin and Midlands Total,18,0,18,9,72,0,0
22/08/2025,National Rehabilitation Hospital,,,,,12,,
22/08/2025,St. Columcille's Hospital,,,,,3,,
22/08/2025,St Luke's General Hospital Kilkenny,2,3,5,8,10,,
22/08/2025,St. Michael's Hospital,,,,,4,,
22/08/2025,St. Vincent's University Hospital,21,7,28,32,15,,
22/08/2025,Tipperary University Hospital,5,0,5,9,13,1,
22/08/2025,UH Waterford,0,0,0,0,22,,
22/08/2025,Wexford General Hospital,2,1,3,24,8,,
22/08/2025,HSE Dublin and South East Total,30,11,41,73,87,1,0
22/08/2025,Bantry General Hospital,,,,,6,,
22/08/2025,Cork University Hospital,6,2,8,17,26,,
22/08/2025,Mallow General Hospital,,,,,3,,
22/08/2025,Mercy University Hospital,1,0,1,9,10,,
22/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
22/08/2025,UH Kerry,9,7,16,12,23,4,
22/08/2025,HSE South West Total,16,9,25,38,69,4,0
22/08/2025,Ennis Hospital,,,,,6,,
22/08/2025,Nenagh Hospital,,,,,2,,
22/08/2025,St. John's Hospital Limerick,,,,,7,,
22/08/2025,UH Limerick,15,32,47,1,5,8,
22/08/2025,HSE Mid West Total,15,32,47,1,20,8,0
22/08/2025,Galway University Hospital,32,15,47,24,46,5,
22/08/2025,Letterkenny University Hospital,5,6,11,0,34,1,
22/08/2025,Mayo University Hospital,7,14,21,16,13,12,
22/08/2025,Portiuncula University Hospital,0,0,0,0,3,,
22/08/2025,Roscommon University Hospital,,,,,6,,
22/08/2025,Sligo University Hospital,10,5,15,15,24,4,
22/08/2025,HSE West and North West Total,54,40,94,55,126,22,0
22/08/2025,National Total,156,92,248,226,414,35,0
23/08/2025,Beaumont Hospital,0,0,0,0,13,,
23/08/2025,Cavan General Hospital,0,0,0,10,1,,
23/08/2025,Connolly Hospital,0,0,0,0,5,,
23/08/2025,Louth County Hospital,,,,,0,,
23/08/2025,Mater Misericordiae University Hospital,0,0,0,0,13,,
23/08/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
23/08/2025,Our Lady of Lourdes Hospital,0,0,0,14,6,,
23/08/2025,Our Lady's Hospital Navan,7,0,7,7,0,,
23/08/2025,HSE Dublin and North East Total,7,0,7,31,40,0,0
23/08/2025,CHI at Crumlin,0,0,0,0,4,,
23/08/2025,CHI at Tallaght,0,0,0,0,2,,
23/08/2025,CHI at Temple Street,0,0,0,0,2,,
23/08/2025,MRH Mullingar,1,0,1,0,1,,
23/08/2025,MRH Portlaoise,5,0,5,0,8,,
23/08/2025,MRH Tullamore,0,0,0,0,7,,
23/08/2025,Naas General Hospital,1,0,1,0,9,,
23/08/2025,St. James's Hospital,5,0,5,0,18,,
23/08/2025,St. Luke's Radiation Oncology Network,,,,,0,,
23/08/2025,Tallaght University Hospital,0,0,0,0,19,,
23/08/2025,HSE Dublin and Midlands Total,12,0,12,0,70,0,0
23/08/2025,National Rehabilitation Hospital,,,,,12,,
23/08/2025,St. Columcille's Hospital,,,,,3,,
23/08/2025,St Luke's General Hospital Kilkenny,0,0,0,2,10,,
23/08/2025,St. Michael's Hospital,,,,,4,,
23/08/2025,St. Vincent's University Hospital,20,0,20,32,15,1,
23/08/2025,Tipperary University Hospital,3,0,3,7,12,1,
23/08/2025,UH Waterford,0,0,0,0,25,,
23/08/2025,Wexford General Hospital,2,0,2,13,8,,
23/08/2025,HSE Dublin and South East Total,25,0,25,54,89,2,0
23/08/2025,Bantry General Hospital,,,,,5,,
23/08/2025,Cork University Hospital,1,0,1,0,24,,
23/08/2025,Mallow General Hospital,,,,,3,,
23/08/2025,Mercy University Hospital,3,0,3,7,12,,
23/08/2025,South Infirmary Victoria University Hospital,,,,,1,,
23/08/2025,UH Kerry,9,0,9,10,23,,
23/08/2025,HSE South West Total,13,0,13,17,68,0,0
23/08/2025,Ennis Hospital,,,,,6,,
23/08/2025,Nenagh Hospital,,,,,2,,
23/08/2025,St. John's Hospital Limerick,,,,,7,,
23/08/2025,UH Limerick,10,26,36,1,5,10,
23/08/2025,HSE Mid West Total,10,26,36,1,20,10,0
23/08/2025,Galway University Hospital,14,9,23,22,48,2,
23/08/2025,Letterkenny University Hospital,4,4,8,1,34,2,
23/08/2025,Mayo University Hospital,5,9,14,15,11,7,
23/08/2025,Portiuncula University Hospital,0,0,0,0,3,,
23/08/2025,Roscommon University Hospital,,,,,4,,
23/08/2025,Sligo University Hospital,5,2,7,14,24,,
23/08/2025,HSE West and North West Total,28,24,52,52,124,11,0
23/08/2025,National Total,95,50,145,155,411,23,0
24/08/2025,Beaumont Hospital,0,0,0,4,13,,
24/08/2025,Cavan General Hospital,2,0,2,17,1,,
24/08/2025,Connolly Hospital,0,0,0,0,5,,
24/08/2025,Louth County Hospital,,,,,0,,
